type,title,content,source
character,Character: Dorothy Zbornak,"In spite of her strengths, Dorothy has several phobias including hospitals and flying. She eventually managed to conquer both her fears with the help of her best friends, Rose and Blanche. In keeping with the show's practice of raising social awareness, the two-part episode ""Sick and Tired"" involved Dorothy suffering from extreme exhaustion, which was ultimately determined to be Chronic Fatigue Syndrome.[4] Dorothy was also shown to have a recurring gambling problem that eventually caused her to seek help through Gamblers Anonymous. She started smoking cigarettes again after quitting many years earlier, because of stress from her mother's remarriage in ""Sophia's Wedding, Part 1"".[5] Presumably, Dorothy was able to kick the smoking habit, as she wasn't seen with a cigarette since.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"While Dorothy has had a semi-active love life, her choices in men have not always been favorable. Her longest relationship was with her first husband, Stanley Zbornak, with whom she was with for a period of thirty-eight years following a shotgun wedding in their senior year of high-school. Stan repeatedly cheated on her throughout her marriage to him, including with a breakfast bar waitress, his own secretary, and finally an airline stewardess whom he left her for. In the series finale, Dorothy marries her second husband Lucas Hollingsworth, becoming the step-aunt of her friend Blanche, and moves out of the Miami house.[6]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Dorothy is a first-generation American, born to Italian immigrants Sophia and Salvadore Petrillo. Sophia mentions Dorothy was conceived after her and Salvadore's first argument as newlyweds -- on July 31st, 1931 in Brooklyn, New York, right atop a pinochle table at McSoley's Bar[7] -- and she was born after twenty-three hours of labor.[8] She was born just minutes apart from Gina Bosco, which led to Gina's mother Philomena and Sophia becoming friends.[9]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"A young Dorothy with her father; ""Clinton Avenue Memoirs"" (1989)",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Dorothy had two younger siblings: Phillip Petrillo, who was a blatant free-loader and spent a good deal of his time with an interest in cross-dressing, and Gloria Petrillo-Harker, who would marry into money and move with her wealthy husband to California. Dorothy mentioned she and Phil remained relatively close and maintained affection for one another well into their adulthood. They kept in touch possibly through phone calls. On the other hand, Dorothy and Gloria resented each other, with Gloria often believing Dorothy was the favorite child and Dorothy believing that Gloria was judgmental. Through a brief while, Dorothy and Gloria grew apart over the years and became estranged.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Growing up, Dorothy was quite the bookworm and an over-achiever in high school. Sophia revealed that Dorothy's IQ stands well around 173, which is massively impressive and would rank Dorothy as possessing a genius-level intellect. However, Sophia acted a tad brashly and that IQ turned out to be a lie.[10] When Dorothy was five, her father took her to get her tonsils taken out and left her at the hospital because he needed to work to pay for the operation. This caused Dorothy to develop a fear of hospitals which persisted well into her golden years.[8] She would also torment her sister Gloria with scary bedtime stories, such as ""The Boogeyman and the Little Girl"", ""The Zombie in the Hamper"", and ""Cannibal Parents"".",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"When Dorothy was six, she begged her mother to get her a pony, but Sophia got her a paper bird from the circus instead. Sophia insisted that if Dorothy behaved well enough, God would turn the paper bird into a real bird. Dorothy took her at her word and kept at her best behavior, eventually becoming very attached to the paper bird. One morning, she woke up and found her paper bird had ""died"", as someone had used it to restart the pilot light.[11]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"As a teenager, Dorothy suffered from quite extensively low self-esteem. In high school, she had an emotionally-abusive boyfriend whom she split from within a short while. Due to her less than lackluster love life, Dorothy's trust in men began to dwindle. Her first true love, however, appeared in high school in the form of Barry Glick, a handsome young man whom Dorothy wanted to be her first time.[12]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"At seventeen,[13] Dorothy intended to go to the prom with classmate John Noretti. However, on the night of the prom, John stood Dorothy up and left her heartbroken. Unknown to Dorothy, however, John had shown up and her mother had turned him away after seeing his complete lack of respect for himself and others -- showing up dressed like a ""hood"" and mouthing off to Sophia.[14] After being stood up, Dorothy went to the prom with Stanley Zbornak because she felt as if she could not do any better. Dorothy had too much to drink at the senior prom, and later had sex with Stan in a Chevy at a drive-in movie. One of their dates, allegedly at Coney Island, resulted in Dorothy becoming pregnant.[15] The show says this conception happened while Dorothy was drunk, which Sophia blames on Stan's actions and peer pressure. Dorothy later claims she was unconscious and wonders if Stan ""slipped"" her something in her drink. In another episode, Dorothy recalls Stan guilting her into sex by claiming he was drafted to the military and could die in combat in Korea.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Upon learning she was pregnant, Dorothy feared she may be a single mother should Stan die in Korea, and felt obligated to Stan being pregnant with his child. However, soon enough, Dorothy's father learned she was pregnant and, after chasing Stan down three blocks with a salami,[16] demanded Dorothy marry Stan as soon as possible.  When Stan proposed to Dorothy, he took her to an expensive restaurant and while she was in the powder room, he ordered a bottle of Dom Perignon champagne and put an engagement ring in Dorothy's glass. When Dorothy returned, they toasted the evening and Dorothy downed the champagne -- and the ring -- in one gulp. She accepted Stan's proposal, and the ring ""turned up"" three days later.[17]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Dorothy tried to break things off with Stan before their wedding, but was unable to go through with it. One day, at Sophia's insistence, Dorothy went to a coffee shop to break up with Stan and found him necking with a waitress. Despite that, she was still unable to go through with it.[18]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Dorothy and Stan dropped out of high school just shy of their graduation, which resulted in a shotgun wedding. ""An Illegitimate Concern"" sets their wedding date on June 1st, 1949,[19] while ""One for the Money"" says the wedding occurred in May 1944,[20] though that doesn't align with Dorothy's age in Season 1 and other episodes indicating she was still in high school in 1945 and 1946.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"During their honeymoon to Miami, Florida, Dorothy and Stan bought property in the city and decided to move there.[21] Dorothy completed her high school education and attends college, majoring in American history. She befriended her college roommate, Jean, and when Jean realizes years afterward that she is a lesbian, Dorothy accepts her.[22] During this time, Dorothy also taught part-time at a school for the blind. She learned French and became a high school teacher, and later a substitute teacher, teaching mainly English and American History. Dorothy was a very dedicated and strong-willed teacher, earning the nickname ""Attila The Sub"" from some students. During this time, she becomes godmother to a friend's daughter, Jenny. She and Stan also had a son named Michael, whom Dorothy would occasionally clash with due to the boy's habit of avoiding responsibility and reluctance to plan ahead.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"The Zbornak marriage involved many arguments and compromises, including years of struggle when Stan's business fails, but Dorothy later claims there were also many happy times together. Unknown to Dorothy until after their divorce, Stan would have numerous extramarital affairs with younger women, including his airheaded secretary and a waitress at a breakfast bar. Perhaps his most egregious affair was taking a woman to Las Vegas for several days and telling Dorothy that he was going to a chain link fence convention.[23] According to Dorothy, the last time Stan sent her roses was when Harry Truman left office in 1953.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"At some point in her adult life, Dorothy developed a gambling addiction and spent hundreds upon hundreds of dollars at the racetrack, with her parents helpless to stop it. She ended up spending so much money that she had to borrow money from loan sharks, but was unable to pay it back. Now in peril of losing her house, Dorothy went to her parents, desperate for their help. Sal and Sophia ended up cashing out Sal's life insurance policy to help Dorothy pay back her debts, but Sophia refused to give Dorothy the money unless she went to Gambler's Anonymous.[24]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"At some point before her divorce, Dorothy and Stan fell on hard times and had to go ask his mother Yolanda for a $500 loan. While Stan left to pretend to make a phone call, Yolanda gave Dorothy $1,000 cash under the condition that she never told Stan it came from her. Dorothy then learned that Stan's mother actually respected her, and was only pretending to hate her so Stan wouldn't hang around the house all the time.[25]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Some time after Dorothy's grandmother passed, Sal passed away as well. His exact date of and age at death are unknown, but he may have died from an illness as Sophia mentioned he was in a hospital the night he died.[26] The night he died, Sophia went looking for Dorothy and found her in the maternity ward looking at the babies.[26] Sometime after Sal passed away, Sophia suffered from a stroke that destroyed the part of her brain that censored what she said. Stanley convinced Dorothy to put Sophia in a retirement home called Shady Pines,",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"In 1983, Stan had a one-night stand with an airline stewardess named Chrissy while he was on a business trip to Maui, Hawaii. Stan chose to abandon Dorothy after thirty-eight years of marriage, and sent word of the divorce through a divorce lawyer rather than facing Dorothy himself. A furious Dorothy filed for divorce, and she and Stan were soon officially divorced -- after which, Dorothy's first post-divorce date was with the divorce lawyer.[28] Dorothy got the house and their children in the divorce proceedings, while Stan ended up making off with the Frank Sinatra tickets he'd bought Dorothy for her birthday that year.[29]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Dorothy eventually moved out of her house to rent a room in order to save money. She brought Sophia along to interview a room-for-rent ad placed by Blanche Devereaux, a wealthy widow from Atlanta, Georgia. Blanche accepted Dorothy's application, but didn't tell her that she had gotten a second roommate -- widowed St. Olafian Rose Nylund.[30]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"In 1985, Sophia moved in with Dorothy after Shady Pines was destroyed in a fire.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"In the episode ""Foreign Exchange"", a surprise visit from family friends Dominic and Philomena Bosco left Dorothy wondered whether she was truly her mother's daughter. The Boscos initially believed their daughter, Gina, may not be their biological daughter, and the hospital could have switched the babies by accident. As both Gina and Dorothy believe everything they worked through their lives may have been a lie, they decide to do a DNA test. Sophia begins to cry, terrified that she may have lived her whole life not knowing if Dorothy was truly her daughter. However, the results were positive, and everyone rejoices at the news that the babies were right where they belonged.[9]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"In the series finale, Blanche's uncle Lucas Hollingsworth comes to visit, and Blanche sets him up with a date with Dorothy in order to keep a date she'd made with another man. Upon meeting at a restaurant, Dorothy and Lucas quickly realize that Blanche lied to both of them and plot to get back at her by pretending to have fallen in love, with Lucas faking a marriage proposal the next day. While their ruse is a success, Dorothy and Lucas soon realize the joke has gone too far and pretend to break up in front of Blanche, but also tenderly admit they enjoyed their time together. Before Dorothy and Lucas can share a genuine kiss, Blanche apologizes for her overreaction and gives her blessing to Dorothy and Lucas' relationship. Lucas then surprises everyone by turning and proposing to Dorothy ""for real"" this time, and Dorothy accept",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Dorothy also appeared in only two episodes of The Golden Girls short-lived sequel and successor, The Golden Palace.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"For the most part, Dorothy worked as a high school substitute teacher, specifically in American History (which was her college major) as well as English. In ""Yes, We Have No Havanas"", she taught part-time for an night school course for adults wishing to complete their General Education Diploma (GED), which included Rose. It is learned Dorothy quit the night school as she found out none of the adult students really wanted to learn, save for Rose.[31]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Dorothy also became a landlady after her former uncle-in-law passed away and left his apartment building to Dorothy and Stan.[32] Dorothy also had some summer part-time jobs, included tutoring. She also did some acting at the local theater and even did a few attempted gigs of stand-up comedy.[33]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"In ""The Operation"", Dorothy developed Morton's neuroma, and had to get an operation to heal her foot.[8]",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"In Season 5, Dorothy was diagnosed with chronic fatigue syndrome.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,A still shot of Beatrice Arthur on the set of The Golden Girls.,https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"In her show Elaine Stritch at Liberty, British actress Elaine Stritch claimed to have been considered for the role at one point but that she ""blew her audition"" by improvising colorful language and so was not cast as Dorothy. Stritch fit the ""Bea Arthur type"" description and had actually played a version of Arthur's character Maude in Nobody's Perfect, a British adaptation of Maude broadcast in 1980 by ITV. Following Stritch's auditions, others read for the role, but news of the series eventually made its way to Arthur herself: ""This is so funny. My agent called me and said, 'What is this? I hear you're doing a new series... Something called Golden Girls.'""
Bea Arthur and her agent investigated and discovered that several women had auditioned for a role described as ""a Bea Arthur type"" and it had led to a rumor that she was herself involved. At the time Arthur had taken a position as the spokeswoman for Shoppers Drug Mart, a Canadian drugstore chain (a role she would continue concurrently with her role as Dorothy). Arthur then requested to see the script, but still hesitated to join the cast after learning that the other two leads -- the sexually forward Blanche and the sheltered and sometimes naive Rose were to be respectively portrayed by Rue McClanahan, who had co-starred with her as Vivian Harmon on Maude, and Betty White, known for playing flirtatious, sexually liberated Sue Ann Nivens on The Mary Tyler Moore Show. Arthur believed the show was typecasting both of them, assuming that McClanahan was portraying Rose and White would portray Blanche.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"The producers asked McClanahan to reach out to Arthur. When she did, Arthur said, ""Rue, I'm not interested in playing Maude and Vivian Meet Sue Ann Nivens."" McClanahan explained that while that had been the original idea, the plan had been changed; McClanahan would play Blanche and White would be playing Rose. Impressed that the producers were subverting expectations rather than typecasting, and after further discussion with McClanahan, Arthur agreed to play Dorothy Zbornak.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Arthur said that she was fortunate in being allowed to shape her characters in both Maude and The Golden Girls along with the writers. On July 7, 1995, on an episode of the British daytime talk show This Morning, she explained, ""In both sitcoms that I did do, we were given... the opportunity of saying, 'No, I don't think I'd say that'... It was really give-and-take between the writers and actors... I was blessed that we had wonderful people.""[38] Arthur considered Dorothy to be ""the great leveler"" and the ""great balloon pricker,"" someone who openly defied and called out hypocrisy, injustice, cruelty, delusion, short-sighted remarks, and behavior she simply found dull, ill-considered, rude, or unreasonable.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Dorothy Zbornak,"Bea Arthur portrayed Dorothy in every episode of The Golden Girls, and also portrayed Dorothy's maternal grandmother Eleanor Grisanti in flashback in the episode ""Mother's Day"". In the same episode and others that involve flashbacks, a younger version of Dorothy was portrayed by Lynnie Green. In the Season 5 episode ""Clinton Avenue Memoirs"", Jandi Swanson portrayed Dorothy as a child in flashback. Arthur's departure from the show in the two-part Season 7 finale ""One Flew Out of the Cuckoo's Nest"" marked the end of the series as well.",https://goldengirls.fandom.com/wiki/Dorothy_Zbornak
character,Character: Blanche Devereaux,This article is incomplete. You can help the Golden Girls Wiki by expanding it.,https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche Devereaux







Portrayed by
Rue McClanahan



Character Information

Nicknames
Peacock (by her mother)[1]DarlingWaterlily (by herself)The Bad Seed


Gender
Female


Age
60-61 (The Golden Palace)60 (The Golden Girls Season 7) 53 (The Golden Girls Season 1)


Birthday
May 16, 1932




Occupation(s)
Owner of The Golden Palace HotelFormerAssistant at an art museum in Miami, FloridaMember of Miami Mom's Catering



Family Members

AncestorsGreat-Great-Granddaddy Hollingsworth †Walker Roquet (maternal great-grandfather) †Rosalyn Feldman-Roquet (maternal great-grandmother) †Great-Granddaddy Daboval (maternal great-grandfather) †Great-Grandmama Daboval (maternal great-grandmother) †GrandparentsMarcelle Daboval-Roquet †Granddaddy Roquet † (maternal grandparents)Grammy Hollingsworth †Grandpappy Hollingsworth † (paternal grandparents) ParentsCurtis Hollingsworth (father) †Elizabeth Hollingsworth (mother) †Margaret Spencer-Hollingsworth (stepmother)SiblingsVirginia WarrenCharmaine Hollingsworth (sisters)Thad HollingsworthClayton Hollingsworth (brothers)SpousesGeorge Devereaux (husband) †ChildrenJanet BlackmoreRebecca Devereaux (daughters)Biff DevereauxDouglas DevereauxMatthew Devereaux (sons)David Patton (stepson)GrandchildrenDavid Blackmore (grandson)Melissa BlackmoreSarah BlackmoreAurora Devereaux (granddaughters)Other RelativesLucas Hollingsworth (uncle)Edna Hollingsworth †Lynette RoquetDorothy ZbornakAunt Augusta (aunts)Rex (cousin)Lucy Warren (niece)Arlen (second cousin)Mother Devereaux (mother-in-law) †Father Devereaux (father-in-law) †Jamie DevereauxDoug HollingsworthTom Warren (brothers-in-law)Michael Blackmore (son-in-law)Viola Watkins (nanny)



Romances

SpousesGeorge Devereaux (late husband) †Ex-FiancésHarryRichardDeck BoughvenloughBoyfriendsToo many parameters



Production Information

Appears In
The Golden Girls  The Golden Palace (leading roles)Empty NestNurses (guest roles)


Debuts in
The Engagement(The Golden Girls, 1985)Fatal Attraction (Empty Nest, 1988)Pilot (The Golden Palace, 1992)Moon Over Miami (Nurses, 1992)


Final Appearance
One Flew Out of The Cuckoo's Nest, Part 2 (The Golden Girls, 1992)The Chicken and the Egg (The Golden Palace, 1993)Fatal Attraction (Empty Nest, 1988)Moon Over Miami (Nurses, 1992)


Episode Count
204180 (The Golden Girls)24 (""The Golden Palace"")1 (Empty Nest)1 (Nurses)",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,60 (The Golden Girls Season 7) 53 (The Golden Girls Season 1),https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,GrandparentsMarcelle Daboval-Roquet †Granddaddy Roquet † (maternal grandparents)Grammy Hollingsworth †Grandpappy Hollingsworth † (paternal grandparents) ParentsCurtis Hollingsworth (father) †Elizabeth Hollingsworth (mother) †Margaret Spencer-Hollingsworth (stepmother)SiblingsVirginia WarrenCharmaine Hollingsworth (sisters)Thad HollingsworthClayton Hollingsworth (brothers)SpousesGeorge Devereaux (husband) †ChildrenJanet BlackmoreRebecca Devereaux (daughters)Biff DevereauxDouglas DevereauxMatthew Devereaux (sons)David Patton (stepson)GrandchildrenDavid Blackmore (grandson)Melissa BlackmoreSarah BlackmoreAurora Devereaux (granddaughters)Other RelativesLucas Hollingsworth (uncle)Edna Hollingsworth †Lynette RoquetDorothy ZbornakAunt Augusta (aunts)Rex (cousin)Lucy Warren (niece)Arlen (second cousin)Mother Devereaux (mother-in-law) †Father Devereaux (father-in-law) †Jamie DevereauxDoug HollingsworthTom Warren (brothers-in-law)Michael Blackmore (son-in-law)Viola Watkins (nanny),https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche Elizabeth Marie Devereaux (née Hollingsworth) is one of the four main characters on the 1985 NBC sitcom The Golden Girls, and its spin-off, The Golden Palace. A spicy, self-confident Southern belle, Blanche acts as both a landlady and a housemate to Rose Nylund, Dorothy Zbornak, and Sophia Petrillo. Similarly to Rose, Blanche has her own collection of strange stories which she shares from time to time, often tales of her rivalry with sisters Virginia and Charmaine, or of the outlandish stunts she pulled as a teenager.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche appeared in all seven seasons of The Golden Girls and the entire first season of The Golden Palace. She also guest-starred in an episode of the Golden Girls' spinoff series Empty Nest, and and in an episode of the Empty Nest spinoff Nurses. She was portrayed by veteran stage and television actress, the late Rue McClanahan.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche is a highly-promiscuous, overly-confident, and sexually liberated woman, frequently on the prowl in almost desperate search for a man who would be her new love. Most of her free time consists of being out and about with a new man outside of the home or outside of her job at the museum. She was often observed as blatantly flirtatious and seductive with almost every man she came across with her little Southern Belle ways. Her go-to color palette for her fashionable sense of style and attire was a lot of red, as red is the color palette associated with attractiveness. Blanche spends a good deal of her free time outside of work and home with members of the opposite sex, much to the disgust and sometimes amusement of her housemates --  in sharp contrast to the overall climate of the 1980s, when the reality of AIDS was beginning to sink into the American public. In the episode ""72 Hours"", it is revealed that Blanche is fully cognizant of the dangers of AIDS and HIV, and always uses protection and knows as much of every lover's sexual history as she can.[3] Much of Blanche's promiscuous nature stems from the death of her one true love, George Devereaux. The two were high school sweethearts, and when George passed away, Blanche became disillusioned with love and was consumed by impulsive behavior. Blanche wanted to date as many men as should could in rapid succession in the striving yet desperate hope and search for her next love.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Over the course of the series, Blanche has had a veritable arsenal of both sexual and romantic partners, all varying in background and disposition. Some of them have been less than savory, such as Blanche's first in-series beau Harry, whom she was set to marry after two weeks of dating, turning out to be a bigamist wanted in four states.[4] Another prospective partner stole Blanche's necklace during her Full Moon-Leap Year's Party, though he was later caught and arrested. Another man, Gary, cheated on Blanche in her own home with Rose's visiting sister Holly.[5] Perhaps the worst of Blanche's partners was Rex Huntington, who was emotionally and verbally abusive towards her and later tried to physically harm Dorothy when confronted about his behavior.[6]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
